unique ID,year,region,site,microsite,week,day,rep,photo.rep,absent.present,animal,latin.bionomial,timeblock,night.day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,99,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,100,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,101,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,102,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,103,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,104,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,105,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,106,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,107,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,108,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,109,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,110,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,111,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,112,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,113,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,114,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,115,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,116,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,117,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,118,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,119,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,120,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,121,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,122,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,123,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,124,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,125,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,126,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,127,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,128,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,129,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,130,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,131,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,132,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,133,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,134,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,135,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,136,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,137,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,138,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,139,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,140,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,141,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,142,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,143,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,144,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,145,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,146,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,147,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,148,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,149,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,150,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,151,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,152,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,153,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,154,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,155,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,156,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,157,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,158,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,159,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,160,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,161,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,162,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,163,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,164,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,165,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,166,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,167,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,168,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,169,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,170,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,171,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,172,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,173,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,174,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,175,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,176,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,177,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,178,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,179,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,180,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,181,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,182,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,183,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,184,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,185,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,186,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,187,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,188,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,189,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,190,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,191,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,192,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,193,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,194,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,195,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,196,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,197,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,198,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,199,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,200,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,201,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,202,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,203,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,204,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,205,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,206,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,207,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,208,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,209,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,210,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,211,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,212,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,213,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,214,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/24/2008,1,215,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,216,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,217,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,218,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,219,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,220,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,221,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,222,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,223,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,224,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,225,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,226,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,227,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,228,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,229,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,230,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,231,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,232,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,233,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,234,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,235,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,236,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,237,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,238,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,239,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,240,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,241,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,242,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,243,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,244,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,245,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,246,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,247,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,248,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,249,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,250,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,251,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,252,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,253,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,254,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,255,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,256,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,257,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,258,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,259,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,260,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,261,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,262,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,263,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,264,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,265,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,266,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,267,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,268,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,269,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,270,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,271,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,272,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,273,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,274,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,275,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,276,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,277,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,278,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,279,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,280,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,281,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,282,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,283,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,284,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,285,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,286,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,287,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,288,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,289,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,290,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,291,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,292,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,293,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,294,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,295,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,296,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,297,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,298,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,299,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,300,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,301,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,302,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,303,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,304,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,305,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,306,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,307,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,308,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,309,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,310,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,311,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,312,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,313,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,314,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,315,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,316,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,317,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,318,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,319,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,320,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,321,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,322,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,323,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,324,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,325,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,326,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,327,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,328,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,329,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,330,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,331,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,332,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,333,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,334,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,335,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,336,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,337,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,338,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,339,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,340,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,341,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,342,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,343,0,,,morning,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,344,0,,,morning,night
CO1W2,2019,,Panoche,open,2,11/25/2008,2,345,0,,,afternoon,night
CO1W2,2019,,Panoche,open,2,11/25/2008,2,346,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,347,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,348,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,349,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,350,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,351,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,352,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,353,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,354,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,355,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,356,0,,,night,day
CO1W2,2019,,Panoche,open,2,11/25/2008,2,357,0,,,night,day
